Rating,Title,Author,Review Description,Pro,Con
3.0,Stressful environment. Management said they didn’t care about numbers but stressed us about hitting/missing goals.,"Customer Service Representative 1 (Former Employee) - Salt Lake City, UT - May 23, 2019","Pay is great, but stressful and every day is different. People were let go daily for missing goals. This caused even more stress on the teams. No one was safe.",,
4.0,Have some great supervisors and employees from all walks of life. Great to get to know people you wouldn’t normally associate with.,"Customer Service Representative (Former Employee) - Salt Lake City, UT - May 23, 2019","I loved Netflix. It gets repetitive and sometimes stressful but they try to keep the atmosphere positive and friendly. They’re always asking what they can do to help, and supervisors have your back as long as you’re real with them.",,
5.0,Extra,"Netflix original extra (Former Employee) - London - May 22, 2019",I was an extra in a netlfix original film and it was really interesting to see. Netlfix are a global company that I found fascinating to see it from a film,,
5.0,falta de identidad corporativa pero empresa de flujo monetario creciente,"Asesoría en Marketing (Former Employee) - Guayaquil, Provincia del Guayas - May 4, 2019",falta de identidad corporativa pero empresa de flujo monetario creciente,,
5.0,Fantastic Place to Work,"SENIOR HR SPECIALIST (Former Employee) - Hillsboro, OR - May 1, 2019",I am a seasoned HR professional yet learned so much in my four years at Netflix. They were willing to move employees in different positions if they believed in you; Appreciatde it!,,
5.0,Great Company,"Primary go to person (Former Employee) - Denver, CO - April 24, 2019","My experience with 24-in touch (Netflix) was great.

I learned and developed a lot.

Great leadership and core values.

Building and improving agents at all times .",,
5.0,loved it,"Security Guard (Current Employee) - San Diego, CA - April 18, 2019","they made sure we ate had breaks rides everything.
i even was offered to get my uniform washed cool crew it was all love
most of all they had a very clean look for the environments we where in",,
4.0,Good,"LEAD EDITOR (Former Employee) - Hollywood, CA - April 10, 2019",Good place to work. Growing company and they care about there employees. Centrally located in Hollywood with numerous projects on the horizon. Good Place.,,
3.0,Fun,"Warehouse Worker (Former Employee) - Denver, CO - April 8, 2019",warehouse work that consisted of looking at netflix movies that where returned had to check for damages to the movies and clean the ones that where still fixable etc,,
5.0,Great place to work,"Coordinator (Current Employee) - Los Angeles, CA - April 1, 2019","At Netflix, they do their best to eliminate any stressors or needs so that you can focus on your work. They provide meals and snacks, computer aid, convenient/comfortable work environments and a bunch of other great things.",,
5.0,Very fun job,"Customer Service Rep (Former Employee) - Farmington Hills, MI - March 31, 2019","They train you well. Very hands on. They also have competitions where you can win, Roku devices, iPads, PlayStations. It was a very fun working environment. Definitely miss it.",,
5.0,One of the best companies I have worked for,"CSR2 (Former Employee) - Hillsboro, OR - March 29, 2019","I would probably still be working at Netflix if they did not move their call center away from Oregon. I may have moved locations if I did not have prior commitments that kept me in Oregon. They offered any employees a moving stipend. Upper management was as transparent as they could be to their customer service team. Some of the best direct managers and site managers I've had worked there when I did. There was always room for internal growth if you put the work in. The only downside was dealing with situations that did not involve the company. Since the service needs things like internet and electronic devices to function, irritation was often directed towards customer service when the issue was elsewhere.",,
4.0,Empresa com poucas oportunidades para Brasileiros,"Assistente de estratégia em performance (Former Employee) - São Paulo, SP - March 22, 2019","A empresa não abre muitas oportunidades para a contratação de Brasileiros, pois sua sede que existia no Brasil migrou para Portugal.",,
5.0,Fun and Stress Free,"Customer Service Representative (Current Employee) - UP Town center CP Garcia katipunan Quezon City - March 16, 2017","Its a morning shift and we normally handled calls about our customer Netflix's account if they have difficulties in getting netflix, billls and payment also inquiries about movies and shows that netflix offers.Netflix always teach us to be friends with our customer for us to create a good customer service. Netfix also provides us excellent working environment, facilities are good we have entertainment rooms were we can watch movies and play during our free time. Best part is learning new things everyday and use it to help my customer with their concerns.",,
